lat,lon,radiance,bortle
33.22,130.4,5.6462,6
33.22,130.41,4.5684,5
33.22,130.42,3.4313,5
33.22,130.43,3.343,5
33.22,130.44,5.5926,6
33.22,130.45,4.8475,5
33.22,130.46,3.4698,5
33.22,130.47,2.7417,5
33.22,130.48,3.554,5
33.22,130.49,6.1506,6
33.22,130.5,8.0001,6
33.22,130.51,6.1756,6
33.22,130.52,7.3821,6
33.22,130.53,16.6779,7
33.22,130.54,6.3257,6
33.22,130.55,9.3763,6
33.22,130.56,13.7072,7
33.22,130.57,13.6371,7
33.22,130.58,21.4769,7
33.22,130.59,40.0064,8
33.22,130.6,19.0158,7
33.22,130.61,7.5281,6
33.22,130.62,2.7703,5
33.22,130.63,1.9139,4
33.22,130.64,3.8089,5
33.22,130.65,5.3199,6
33.22,130.66,1.9288,4
33.22,130.67,1.2154,4
33.22,130.68,1.0143,4
33.22,130.69,1.9573,4
33.22,130.7,1.1012,4
33.22,130.71,0.8257,3
33.23,125.89,4.9848,5
33.23,125.9,4.088,5
33.23,125.91,2.5848,5
33.23,125.96,7.6968,6
33.23,125.97,8.0067,6
33.23,125.98,5.2795,6
33.23,125.99,13.9921,7
33.23,126.0,5.0776,6
33.23,126.01,13.8449,7
33.23,126.02,19.6182,7
33.23,126.03,6.7118,6
33.23,126.04,9.2024,6
33.23,126.05,7.1511,6
33.23,126.06,8.6746,6
33.23,126.23,1.1084,4
33.23,126.24,5.4391,6
33.23,126.25,9.6435,6
33.23,126.26,14.4981,7
33.23,126.27,4.5713,5
33.23,126.28,2.0812,4
33.23,126.29,3.4299,5
33.23,126.3,6.0501,6
33.23,126.31,6.3102,6
33.23,126.32,1.8897,4
33.23,126.33,3.1522,5
33.23,126.34,2.3019,4
33.23,126.35,1.5335,4
33.23,126.36,1.487,4
33.23,126.37,3.2369,5
33.23,126.38,2.5183,5
33.23,126.39,1.4717,4
33.23,126.4,1.3328,4
33.23,126.41,1.3147,4
33.23,126.42,1.2301,4
33.23,126.43,1.2804,4
33.23,126.44,1.2758,4
33.23,126.45,1.289,4
33.23,126.46,1.3268,4
33.23,126.47,4.7324,5
33.23,126.48,19.0736,7
33.23,126.49,12.9668,7
33.23,126.5,5.3169,6
33.23,126.51,5.6337,6
33.23,126.52,2.443,4
33.23,126.53,2.2618,4
33.23,126.54,1.7323,4
33.23,126.55,1.7146,4
33.23,126.56,2.1471,4
33.23,126.57,5.721,6
33.23,126.58,2.5166,5
33.23,126.59,2.1004,4
33.23,126.6,1.7829,4
33.23,126.61,1.6964,4
33.23,126.62,1.4029,4
33.23,126.63,1.4965,4
33.23,126.64,1.1942,4
33.23,126.65,1.0951,4
33.23,126.66,1.073,4
33.23,129.38,0.514,3
33.23,129.39,0.6029,3
33.23,129.42,0.8517,3
33.23,129.43,0.7186,3
33.23,129.55,0.4548,2
33.23,129.56,0.8004,3
33.23,129.61,0.7172,3
33.23,129.62,1.3477,4
33.23,129.63,2.085,4
33.23,129.64,3.238,5
33.23,129.65,7.5087,6
33.23,129.66,3.7391,5
33.23,129.67,1.4504,4
33.23,129.68,1.0056,4
33.23,129.7,0.8566,3
33.23,129.71,0.8129,3
33.23,129.72,0.6377,3
33.23,129.73,0.7683,3
33.23,129.82,0.7411,3
33.23,129.83,0.8664,3
33.23,129.84,0.7509,3
33.23,129.85,1.1125,4
33.23,129.86,0.7269,3
33.23,130.02,0.8126,3
33.23,130.03,1.8806,4
33.23,130.04,2.414,4
33.23,130.05,1.5681,4
33.23,130.06,1.456,4
33.23,130.07,0.8633,3
33.23,130.08,0.7396,3
33.23,130.09,0.692,3
33.23,130.1,0.6662,3
33.23,130.11,0.6975,3
33.23,130.13,0.6967,3
33.23,130.14,3.893,5
33.23,130.15,1.667,4
33.23,130.16,0.9775,3
33.23,130.17,1.0803,4
33.23,130.18,2.6829,5
33.23,130.19,1.1057,4
33.23,130.21,1.2835,4
33.23,130.22,1.346,4
33.23,130.23,1.329,4
33.23,130.24,2.0184,4
33.23,130.25,1.5869,4
33.23,130.26,1.8219,4
33.23,130.27,2.7661,5
33.23,130.28,3.1738,5
33.23,130.29,3.3588,5
33.23,130.3,3.2927,5
33.23,130.31,2.7627,5
33.23,130.32,2.6059,5
33.23,130.33,3.9338,5
33.23,130.34,3.8616,5
33.23,130.35,2.9518,5
33.23,130.36,7.2069,6
33.23,130.37,4.6275,5
33.23,130.38,2.6537,5
33.23,130.39,3.9835,5
33.23,130.4,3.1855,5
33.23,130.41,3.1324,5
33.23,130.42,3.2408,5
33.23,130.43,2.3041,4
33.23,130.44,2.8839,5
33.23,130.45,3.3876,5
33.23,130.46,2.4842,4
33.23,130.47,2.4092,4
33.23,130.48,2.2885,4
33.23,130.49,4.4414,5
33.23,130.5,5.66,6
33.23,130.51,6.7957,6
33.23,130.52,9.3757,6
33.23,130.53,13.9348,7
33.23,130.54,3.8556,5
33.23,130.55,3.548,5
33.23,130.56,6.9933,6
33.23,130.57,4.3272,5
33.23,130.58,6.6673,6
33.23,130.59,6.0971,6
33.23,130.6,4.0242,5
33.23,130.61,2.3262,4
33.23,130.62,1.5561,4
33.23,130.63,1.5172,4
33.23,130.64,1.6971,4
33.23,130.65,1.7133,4
33.23,130.66,1.4493,4
33.23,130.69,1.1387,4
33.23,130.7,0.9028,3
33.23,130.71,0.6589,3
33.24,125.92,2.3407,4
33.24,125.93,16.2396,7
33.24,125.95,5.4216,6
33.24,125.96,4.5729,5
33.24,125.97,7.5314,6
33.24,125.98,15.6937,7
33.24,125.99,13.0185,7
33.24,126.0,21.8566,7
33.24,126.02,4.2404,5
33.24,126.03,18.895,7
33.24,126.04,7.4001,6
33.24,126.05,17.95,7
33.24,126.06,5.8159,6
33.24,126.2,1.0611,4
33.24,126.21,1.6882,4
33.24,126.22,2.4798,4
33.24,126.23,4.182,5
33.24,126.24,2.5255,5
33.24,126.25,1.8592,4
33.24,126.26,2.3211,4
33.24,126.27,2.8465,5
33.24,126.28,2.8375,5
33.24,126.29,2.2921,4
33.24,126.3,3.5428,5
33.24,126.31,4.122,5
33.24,126.32,2.6677,5
33.24,126.33,10.0312,7
33.24,126.34,10.029,7
33.24,126.35,3.0478,5
33.24,126.36,2.198,4
33.24,126.37,4.9458,5
33.24,126.38,3.6308,5
33.24,126.39,6.2548,6
33.24,126.4,4.508,5
33.24,126.41,9.6968,6
33.24,126.42,17.4199,7
33.24,126.43,18.7089,7
33.24,126.44,6.9349,6
33.24,126.45,4.1461,5
33.24,126.46,3.8404,5
33.24,126.47,3.7357,5
33.24,126.48,6.6788,6
33.24,126.49,6.8325,6
33.24,126.5,4.5294,5
33.24,126.51,9.8169,6
33.24,126.52,8.9168,6
33.24,126.53,8.7497,6
33.24,126.54,28.0426,8
33.24,126.55,8.3316,6
33.24,126.56,34.7047,8
33.24,126.57,33.8731,8
33.24,126.58,6.3597,6
33.24,126.59,6.4528,6
33.24,126.6,8.9607,6
33.24,126.61,6.7584,6
33.24,126.62,2.5928,5
33.24,126.63,1.767,4
33.24,126.64,1.4097,4
33.24,126.69,3.2316,5
33.24,126.73,1.522,4
33.24,129.64,1.0902,4
33.24,129.65,4.3883,5
33.24,129.66,1.6348,4
33.24,129.67,0.7304,3
33.24,129.68,0.6312,3
33.24,129.7,0.6993,3
33.24,129.75,0.5254,3
33.24,129.76,0.7453,3
33.24,129.77,0.6296,3
33.24,129.83,0.6365,3
33.24,129.84,0.6244,3
33.24,129.85,1.4919,4
33.24,129.86,0.8727,3
33.24,129.99,0.5662,3
33.24,130.0,0.5938,3
33.24,130.01,0.667,3
33.24,130.06,0.679,3
33.24,130.07,0.7111,3
33.24,130.08,0.67,3
33.24,130.13,0.7447,3
33.24,130.14,0.6814,3
33.24,130.17,0.7858,3
33.24,130.18,2.969,5
33.24,130.19,5.1397,6
33.24,130.2,2.0319,4
33.24,130.21,2.6672,5
33.24,130.22,1.7397,4
33.24,130.23,1.6451,4
33.24,130.24,2.8268,5
33.24,130.25,4.9685,5
33.24,130.26,6.8865,6
33.24,130.27,5.9416,6
33.24,130.28,9.509,6
33.24,130.29,14.7697,7
33.24,130.3,14.3135,7
33.24,130.31,13.9167,7
33.24,130.32,9.6569,6
33.24,130.33,4.4471,5
33.24,130.34,2.559,5
33.24,130.35,2.1867,4
33.24,130.36,2.2755,4
33.24,130.37,2.4423,4
33.24,130.38,2.3716,4
33.24,130.39,2.1047,4
33.24,130.4,1.9924,4
33.24,130.41,2.6373,5
33.24,130.42,3.0729,5
33.24,130.43,2.4203,4
33.24,130.44,2.5509,5
33.24,130.45,2.0625,4
33.24,130.46,3.2129,5
33.24,130.47,2.8585,5
33.24,130.48,2.8515,5
33.24,130.49,3.8593,5
33.24,130.5,3.7764,5
33.24,130.51,6.6262,6
33.24,130.52,9.1229,6
33.24,130.53,7.684,6
33.24,130.54,8.2746,6
33.24,130.55,9.429,6
33.24,130.56,9.7273,6
33.24,130.57,8.3355,6
33.24,130.58,6.5981,6
33.24,130.59,3.1129,5
33.24,130.6,1.8892,4
33.24,130.61,1.8821,4
33.24,130.62,1.9083,4
33.24,130.63,1.8553,4
33.24,130.64,1.7772,4
33.24,130.65,1.7743,4
33.24,130.66,0.9366,3
33.24,130.76,0.5291,3
33.25,125.87,0.8443,3
33.25,125.9,1.948,4
33.25,125.92,7.0913,6
33.25,125.93,10.3829,7
33.25,125.94,2.0344,4
33.25,125.95,9.2084,6
33.25,125.96,7.2015,6
33.25,125.97,11.8032,7
33.25,125.98,17.9468,7
33.25,126.02,9.7041,6
33.25,126.03,9.4687,6
33.25,126.04,8.385,6
33.25,126.05,12.1515,7
33.25,126.06,17.1225,7
33.25,126.07,3.741,5
33.25,126.08,4.2127,5
33.25,126.18,0.9649,3
33.25,126.19,1.2525,4
33.25,126.2,2.0989,4
33.25,126.21,2.3426,4
33.25,126.22,3.3639,5
33.25,126.23,2.4399,4
33.25,126.24,1.9102,4
33.25,126.25,1.3237,4
33.25,126.26,1.4101,4
33.25,126.27,3.1792,5
33.25,126.28,6.3364,6
33.25,126.29,4.8566,5
33.25,126.3,5.5197,6
33.25,126.31,7.9362,6
33.25,126.32,3.7102,5
33.25,126.33,9.1962,6
33.25,126.34,6.14,6
33.25,126.35,2.307,4
33.25,126.36,2.2439,4
33.25,126.37,1.5581,4
33.25,126.38,1.9156,4
33.25,126.39,4.6792,5
33.25,126.4,6.8896,6
33.25,126.41,28.3822,8
33.25,126.42,19.937,7
33.25,126.43,20.4284,7
33.25,126.44,7.4364,6
33.25,126.45,5.1738,6
33.25,126.46,4.3427,5
33.25,126.47,5.1357,6
33.25,126.48,6.6186,6
33.25,126.49,9.5306,6
33.25,126.5,13.0388,7
33.25,126.51,32.6909,8
33.25,126.52,35.5245,8
33.25,126.53,13.4405,7
33.25,126.54,8.1961,6
33.25,126.55,11.3253,7
33.25,126.56,47.7394,8
33.25,126.57,45.2381,8
33.25,126.58,18.7416,7
33.25,126.59,5.4749,6
33.25,126.6,4.2884,5
33.25,126.61,3.1881,5
33.25,126.62,6.689,6
33.25,126.63,3.0708,5
33.25,126.64,1.6949,4
33.25,126.65,1.4645,4
33.25,126.66,1.2655,4
33.25,126.87,0.6441,3
33.25,126.88,0.8599,3
33.25,126.97,0.9607,3
33.25,129.09,0.5972,3
33.25,129.1,0.6003,3
33.25,129.12,0.5549,3
33.25,129.13,0.5619,3
33.25,129.14,0.4602,2
33.25,129.57,0.958,3
33.25,129.65,0.7266,3
33.25,129.66,1.2396,4
33.25,129.67,0.7553,3
33.25,129.68,0.6125,3
33.25,129.7,1.0882,4
33.25,129.74,0.5442,3
33.25,129.75,0.7777,3
33.25,129.76,1.7011,4
33.25,129.77,0.6277,3
33.25,129.83,0.7899,3
33.25,129.84,0.7649,3
33.25,129.85,1.0086,4
33.25,129.86,0.8424,3
33.25,129.87,0.678,3
33.25,129.88,0.7862,3
33.25,129.89,0.8393,3
33.25,129.9,0.722,3
33.25,129.91,0.7875,3
33.25,129.93,0.7363,3
33.25,129.94,1.114,4
33.25,129.95,0.8078,3
33.25,129.96,0.7063,3
33.25,129.99,0.9209,3
33.25,130.0,2.1533,4
33.25,130.01,2.2176,4
33.25,130.07,0.7787,3
33.25,130.08,1.6932,4
33.25,130.09,0.9915,3
33.25,130.1,0.6845,3
33.25,130.14,0.6988,3
33.25,130.17,0.8613,3
33.25,130.18,0.9176,3
33.25,130.19,1.8355,4
33.25,130.2,4.4202,5
33.25,130.21,4.1695,5
33.25,130.22,2.7152,5
33.25,130.23,6.0183,6
33.25,130.24,2.8824,5
33.25,130.25,2.1887,4
33.25,130.26,2.3246,4
33.25,130.27,5.619,6
33.25,130.28,9.1764,6
33.25,130.29,12.5052,7
33.25,130.3,25.28,8
33.25,130.31,20.0026,7
33.25,130.32,11.4816,7
33.25,130.33,5.6199,6
33.25,130.34,2.8092,5
33.25,130.35,2.4576,4
33.25,130.36,2.6546,5
33.25,130.37,2.1252,4
33.25,130.38,1.6501,4
33.25,130.39,1.7127,4
33.25,130.4,1.9713,4
33.25,130.41,2.1952,4
33.25,130.42,3.7396,5
33.25,130.43,3.8569,5
33.25,130.44,2.6092,5
33.25,130.45,2.5963,5
33.25,130.46,4.7155,5
33.25,130.47,3.7721,5
33.25,130.48,2.3192,4
33.25,130.49,3.3652,5
33.25,130.5,3.7255,5
33.25,130.51,4.289,5
33.25,130.52,9.6257,6
33.25,130.53,7.9034,6
33.25,130.54,16.1707,7
33.25,130.55,14.8132,7
33.25,130.56,6.5764,6
33.25,130.57,5.9869,6
33.25,130.58,3.9928,5
33.25,130.59,2.0425,4
33.25,130.6,1.5933,4
33.25,130.61,1.4066,4
33.25,130.62,1.1719,4
33.25,130.63,1.035,4
33.25,130.64,0.8538,3
33.25,130.65,0.9702,3
33.25,130.76,0.8043,3
33.25,130.97,0.6412,3
33.25,130.99,0.6339,3
33.26,125.87,1.7896,4
33.26,125.89,1.0853,4
33.26,125.9,1.7535,4
33.26,125.92,4.1177,5
33.26,125.93,1.5993,4
33.26,125.94,4.8856,5
33.26,125.95,11.4469,7
33.26,125.96,8.6958,6
33.26,125.99,11.725,7
33.26,126.0,5.9197,6
33.26,126.01,15.1505,7
33.26,126.02,6.529,6
33.26,126.03,11.8458,7
33.26,126.04,17.4071,7
33.26,126.05,10.8664,7
33.26,126.06,4.3523,5
33.26,126.07,8.5844,6
33.26,126.08,4.3799,5
33.26,126.09,8.5693,6
33.26,126.18,1.0992,4
33.26,126.19,2.2776,4
33.26,126.2,1.8498,4
33.26,126.21,3.576,5
33.26,126.22,2.4674,4
33.26,126.23,3.9248,5
33.26,126.24,1.9421,4
33.26,126.25,1.718,4
33.26,126.26,1.9364,4
33.26,126.27,2.1125,4
33.26,126.28,2.7949,5
33.26,126.29,3.0142,5
33.26,126.3,2.614,5
33.26,126.31,3.3391,5
33.26,126.32,1.6108,4
33.26,126.33,2.6791,5
33.26,126.34,2.3963,4
33.26,126.35,3.9453,5
33.26,126.36,4.3106,5
33.26,126.37,2.9495,5
33.26,126.38,2.5636,5
33.26,126.39,3.1064,5
33.26,126.4,5.5097,6
33.26,126.41,13.3913,7
33.26,126.42,9.589,6
33.26,126.43,11.9444,7
33.26,126.44,5.5881,6
33.26,126.45,5.498,6
33.26,126.46,6.7816,6
33.26,126.47,6.1607,6
33.26,126.48,8.8926,6
33.26,126.49,8.5347,6
33.26,126.5,8.6864,6
33.26,126.51,19.8227,7
33.26,126.52,26.7599,8
33.26,126.53,13.7101,7
33.26,126.54,7.3108,6
33.26,126.55,8.6448,6
33.26,126.56,27.004,8
33.26,126.57,29.9843,8
33.26,126.58,17.5407,7
33.26,126.59,7.0951,6
33.26,126.6,5.5018,6
33.26,126.61,6.0219,6
33.26,126.62,11.26,7
33.26,126.63,6.2022,6
33.26,126.64,3.1247,5
33.26,126.65,1.7601,4
33.26,126.66,1.5077,4
33.26,126.67,1.2793,4
33.26,126.68,1.1398,4
33.26,126.69,1.0557,4
33.26,126.7,1.0578,4
33.26,126.71,1.0285,4
33.26,126.87,0.7206,3
33.26,126.88,0.7686,3
33.26,126.97,1.342,4
33.26,129.09,0.6348,3
33.26,129.1,0.6392,3
33.26,129.12,0.628,3
33.26,129.13,3.0954,5
33.26,129.14,0.9622,3
33.26,129.41,0.6369,3
33.26,129.57,0.5699,3
33.26,129.58,0.6618,3
33.26,129.65,0.5082,3
33.26,129.66,0.8419,3
33.26,129.67,1.3259,4
33.26,129.68,0.8138,3
33.26,129.69,1.0518,4
33.26,129.7,1.0234,4
33.26,129.71,0.8365,3
33.26,129.74,0.8304,3
33.26,129.75,1.5801,4
33.26,129.76,0.9741,3
33.26,129.83,0.5433,3
33.26,129.84,1.144,4
33.26,129.85,1.2558,4
33.26,129.86,2.2244,4
33.26,129.87,1.5129,4
33.26,129.88,2.6249,5
33.26,129.89,2.267,4
33.26,129.9,1.6976,4
33.26,129.91,1.2177,4
33.26,129.92,1.1048,4
33.26,129.93,1.0462,4
33.26,129.94,2.7459,5
33.26,129.95,1.5487,4
33.26,129.96,0.9588,3
33.26,129.97,0.833,3
33.26,129.99,0.7873,3
33.26,130.0,0.8146,3
33.26,130.01,0.7582,3
33.26,130.07,0.7585,3
33.26,130.08,1.4036,4
33.26,130.09,1.5699,4
33.26,130.1,1.0927,4
33.26,130.13,0.7081,3
33.26,130.14,1.4017,4
33.26,130.15,0.7841,3
33.26,130.17,1.0646,4
33.26,130.19,1.1664,4
33.26,130.2,2.4491,4
33.26,130.21,3.5347,5
33.26,130.22,2.7147,5
33.26,130.23,5.5582,6
33.26,130.24,2.4247,4
33.26,130.25,3.2439,5
33.26,130.26,3.2288,5
33.26,130.27,8.5486,6
33.26,130.28,10.5404,7
33.26,130.29,16.4514,7
33.26,130.3,33.757,8
33.26,130.31,20.2422,7
33.26,130.32,13.3654,7
33.26,130.33,4.7068,5
33.26,130.34,3.552,5
33.26,130.35,2.8054,5
33.26,130.36,2.1638,4
33.26,130.37,1.9061,4
33.26,130.38,1.7042,4
33.26,130.39,1.6389,4
33.26,130.4,1.8857,4
33.26,130.41,1.6045,4
33.26,130.42,2.2313,4
33.26,130.43,3.6498,5
33.26,130.44,3.0058,5
33.26,130.45,2.2918,4
33.26,130.46,2.8018,5
33.26,130.47,4.7258,5
33.26,130.48,2.5486,5
33.26,130.49,3.1104,5
33.26,130.5,2.9858,5
33.26,130.51,5.7424,6
33.26,130.52,4.2066,5
33.26,130.53,8.8945,6
33.26,130.54,16.5007,7
33.26,130.55,7.8927,6
33.26,130.56,3.8757,5
33.26,130.57,1.9863,4
33.26,130.58,1.6376,4
33.26,130.59,1.2998,4
33.26,130.6,1.2056,4
33.26,130.61,1.0666,4
33.26,130.69,0.6944,3
33.26,130.96,0.7368,3
33.26,130.97,1.0235,4
33.26,130.98,0.6112,3
33.27,125.91,2.2298,4
33.27,125.92,2.0668,4
33.27,125.93,2.3813,4
33.27,125.94,4.0418,5
33.27,125.95,13.9074,7
33.27,125.96,12.727,7
33.27,125.97,8.269,6
33.27,125.98,8.0821,6
33.27,125.99,13.9816,7
33.27,126.0,18.0601,7
33.27,126.01,14.1081,7
33.27,126.02,9.7506,6
33.27,126.03,11.0988,7
33.27,126.04,16.9818,7
33.27,126.05,19.8637,7
33.27,126.06,10.913,7
33.27,126.07,9.4209,6
33.27,126.11,1.7438,4
33.27,126.17,2.343,4
33.27,126.18,4.2512,5
33.27,126.19,3.0058,5
33.27,126.2,3.5662,5
33.27,126.21,2.21,4
33.27,126.22,1.5729,4
33.27,126.23,2.3169,4
33.27,126.24,2.6465,5
33.27,126.25,1.9402,4
33.27,126.26,2.08,4
33.27,126.27,2.3539,4
33.27,126.28,4.7395,5
33.27,126.29,2.0328,4
33.27,126.3,4.0412,5
33.27,126.31,4.4938,5
33.27,126.32,2.0576,4
33.27,126.33,1.7508,4
33.27,126.34,1.4097,4
33.27,126.35,1.3223,4
33.27,126.36,1.6014,4
33.27,126.37,3.991,5
33.27,126.38,3.1322,5
33.27,126.39,1.8864,4
33.27,126.4,1.7631,4
33.27,126.41,1.8542,4
33.27,126.42,4.6861,5
33.27,126.43,1.5658,4
33.27,126.44,1.7333,4
33.27,126.45,1.8919,4
33.27,126.46,1.5283,4
33.27,126.47,1.7411,4
33.27,126.48,4.7913,5
33.27,126.49,1.9065,4
33.27,126.5,1.458,4
33.27,126.51,1.7594,4
33.27,126.52,1.6134,4
33.27,126.53,1.8212,4
33.27,126.54,1.8396,4
33.27,126.55,3.5591,5
33.27,126.56,4.4274,5
33.27,126.57,7.0775,6
33.27,126.58,4.796,5
33.27,126.59,10.7298,7
33.27,126.6,5.9874,6
33.27,126.61,4.5357,5
33.27,126.62,5.0037,6
33.27,126.63,4.7411,5
33.27,126.64,4.8405,5
33.27,126.65,8.0476,6
33.27,126.66,9.7705,6
33.27,126.67,5.5453,6
33.27,126.68,3.8766,5
33.27,126.69,4.076,5
33.27,126.7,3.9968,5
33.27,126.71,3.4522,5
33.27,126.72,2.4689,4
33.27,126.73,1.511,4
33.27,126.74,1.3544,4
33.27,126.75,1.2098,4
33.27,126.76,1.1381,4
33.27,126.78,1.404,4
33.27,126.79,1.9772,4
33.27,126.81,1.036,4
33.27,126.99,1.1707,4
33.27,127.0,2.0677,4
33.27,127.02,1.8481,4
33.27,127.04,0.923,3
33.27,127.05,6.2699,6
33.27,127.07,1.0499,4
33.27,129.12,0.4086,2
33.27,129.13,0.5017,3
33.27,129.14,0.5028,3
33.27,129.58,0.5732,3
33.27,129.59,0.88,3
33.27,129.66,0.713,3
33.27,129.67,0.5644,3
33.27,129.68,0.6342,3
33.27,129.69,1.6437,4
33.27,129.7,0.8189,3
33.27,129.71,0.7178,3
33.27,129.72,0.8595,3
33.27,129.73,0.6952,3
33.27,129.74,0.5328,3
33.27,129.84,0.8783,3
33.27,129.85,2.2758,4
33.27,129.86,2.8265,5
33.27,129.87,10.067,7
33.27,129.88,16.3621,7
33.27,129.89,6.6503,6
33.27,129.9,2.4638,4
33.27,129.91,1.5489,4
33.27,129.94,0.9684,3
33.27,129.95,1.0802,4
33.27,129.96,1.1437,4
33.27,129.97,0.9994,3
33.27,129.98,0.6806,3
33.27,130.08,0.5468,3
33.27,130.09,0.7504,3
33.27,130.1,0.8238,3
33.27,130.11,1.2613,4
33.27,130.12,1.5765,4
33.27,130.13,1.3844,4
33.27,130.14,1.0994,4
33.27,130.15,0.9243,3
33.27,130.16,0.8833,3
33.27,130.17,0.9425,3
33.27,130.18,1.308,4
33.27,130.19,1.2543,4
33.27,130.2,1.6836,4
33.27,130.21,1.4353,4
33.27,130.22,2.9356,5
33.27,130.23,1.9856,4
33.27,130.24,1.4945,4
33.27,130.25,1.9589,4
33.27,130.26,4.4688,5
33.27,130.27,11.9595,7
33.27,130.28,12.4411,7
33.27,130.29,15.4522,7
33.27,130.3,25.5293,8
33.27,130.31,16.157,7
33.27,130.32,6.6782,6
33.27,130.33,3.9316,5
33.27,130.34,3.5918,5
33.27,130.35,2.5829,5
33.27,130.36,1.9819,4
33.27,130.37,1.9793,4
33.27,130.38,1.8201,4
33.27,130.39,1.7751,4
33.27,130.4,1.9482,4
33.27,130.41,2.1231,4
33.27,130.43,1.5704,4
33.27,130.44,1.3525,4
33.27,130.45,2.8521,5
33.27,130.46,3.8891,5
33.27,130.47,4.0089,5
33.27,130.48,6.2101,6
33.27,130.49,2.9268,5
33.27,130.5,4.8835,5
33.27,130.51,5.9966,6
33.27,130.52,4.4716,5
33.27,130.53,3.3409,5
33.27,130.54,7.8201,6
33.27,130.55,5.1635,6
33.27,130.56,4.6226,5
33.27,130.57,1.7432,4
33.27,130.58,1.4953,4
33.27,130.59,1.2037,4
33.28,125.89,1.8408,4
33.28,125.91,2.7425,5
33.28,125.92,2.0747,4
33.28,125.93,6.2268,6
33.28,125.94,7.4813,6
33.28,125.95,10.1842,7
33.28,125.96,3.3867,5
33.28,125.97,4.7246,5
33.28,125.99,22.9807,7
33.28,126.0,6.8734,6
33.28,126.01,11.5815,7
33.28,126.02,7.4768,6
33.28,126.03,6.6768,6
33.28,126.04,15.9046,7
33.28,126.05,10.6702,7
33.28,126.07,8.7721,6
33.28,126.08,5.3891,6
33.28,126.17,2.6484,5
33.28,126.18,2.6489,5
33.28,126.19,4.3313,5
33.28,126.2,2.0099,4
33.28,126.21,1.393,4
33.28,126.22,2.0782,4
33.28,126.23,2.6218,5
33.28,126.24,1.6908,4
33.28,126.25,1.6324,4
33.28,126.26,1.4713,4
33.28,126.27,11.3401,7
33.28,126.28,17.114,7
33.28,126.29,4.7249,5
33.28,126.3,7.3253,6
33.28,126.31,5.4018,6
33.28,126.32,2.5098,5
33.28,126.33,2.2365,4
33.28,126.34,1.9128,4
33.28,126.35,2.4536,4
33.28,126.36,3.2115,5
33.28,126.37,2.4031,4
33.28,126.38,1.604,4
33.28,126.39,1.3267,4
33.28,126.4,1.3285,4
33.28,126.41,1.1339,4
33.28,126.42,1.2655,4
33.28,126.44,1.0931,4
33.28,126.45,1.2666,4
33.28,126.46,1.6836,4
33.28,126.47,1.1789,4
33.28,126.48,1.1637,4
33.28,126.49,1.1527,4
33.28,126.5,1.1276,4
33.28,126.51,1.2691,4
33.28,126.52,1.0772,4
33.28,126.53,1.1724,4
33.28,126.54,1.3029,4
33.28,126.55,1.8878,4
33.28,126.56,6.235,6
33.28,126.57,5.7503,6
33.28,126.58,4.2907,5
33.28,126.59,5.612,6
33.28,126.6,3.2968,5
33.28,126.61,4.4554,5
33.28,126.62,2.5156,5
33.28,126.63,3.0286,5
33.28,126.64,2.3356,4
33.28,126.65,4.0138,5
33.28,126.66,6.8364,6
33.28,126.67,7.2799,6
33.28,126.68,5.2048,6
33.28,126.69,5.3249,6
33.28,126.7,5.4719,6
33.28,126.71,8.6397,6
33.28,126.72,17.1492,7
33.28,126.73,7.0696,6
33.28,126.74,3.6452,5
33.28,126.75,2.133,4
33.28,126.76,1.5556,4
33.28,126.77,3.8494,5
33.28,126.78,8.6257,6
33.28,126.79,10.1024,7
33.28,126.8,4.0141,5
33.28,126.81,1.128,4
33.28,126.99,1.0176,4
33.28,127.0,1.2142,4
33.28,127.03,1.4345,4
33.28,127.04,1.1748,4
33.28,127.05,4.9172,5
33.28,129.47,0.5173,3
33.28,129.48,0.4927,2
33.28,129.59,0.6412,3
33.28,129.67,0.672,3
33.28,129.68,0.9601,3
33.28,129.69,1.9425,4
33.28,129.7,1.1897,4
33.28,129.71,0.6363,3
33.28,129.83,0.8138,3
33.28,129.84,1.7277,4
33.28,129.85,6.3293,6
33.28,129.86,2.579,5
33.28,129.87,8.2716,6
33.28,129.88,12.1168,7
33.28,129.89,7.2331,6
33.28,129.9,4.6783,5
33.28,129.91,1.5666,4
33.28,129.92,1.0614,4
33.28,129.93,0.9844,3
33.28,129.96,0.841,3
33.28,129.97,2.6472,5
33.28,129.98,0.8887,3
33.28,130.09,1.0184,4
33.28,130.1,0.9313,3
33.28,130.11,1.3,4
33.28,130.12,1.6871,4
33.28,130.13,1.6303,4
33.28,130.14,1.7334,4
33.28,130.15,2.9553,5
33.28,130.16,2.204,4
33.28,130.17,1.3235,4
33.28,130.18,1.2515,4
33.28,130.19,1.3403,4
33.28,130.2,1.6613,4
33.28,130.21,1.7677,4
33.28,130.22,2.6208,5
33.28,130.23,1.7024,4
33.28,130.24,1.2917,4
33.28,130.25,1.9686,4
33.28,130.26,2.8828,5
33.28,130.27,10.6749,7
33.28,130.28,5.0395,6
33.28,130.29,12.9498,7
33.28,130.3,17.1668,7
33.28,130.31,10.6024,7
33.28,130.32,4.77,5
33.28,130.33,2.6529,5
33.28,130.34,3.6068,5
33.28,130.35,2.1528,4
33.28,130.36,1.8364,4
33.28,130.37,1.5612,4
33.28,130.38,2.0009,4
33.28,130.39,1.7981,4
33.28,130.4,2.1486,4
