lat,lon,radiance,bortle
35.52,129.48,4.7654,5
35.52,129.49,3.3006,5
35.52,129.5,3.3423,5
35.52,129.51,2.695,5
35.52,129.52,1.9683,4
35.52,129.53,2.1029,4
35.52,129.54,1.5219,4
35.52,129.55,1.4179,4
35.53,126.51,0.7001,3
35.53,126.52,2.1183,4
35.53,126.53,1.1431,4
35.53,126.54,1.0308,4
35.53,126.55,1.3346,4
35.53,126.56,2.1213,4
35.53,126.57,0.8869,3
35.53,126.58,0.7397,3
35.53,126.59,1.0216,4
35.53,126.6,0.962,3
35.53,126.61,0.8768,3
35.53,126.62,1.0182,4
35.53,126.63,1.1097,4
35.53,126.64,0.8496,3
35.53,126.65,0.7793,3
35.53,126.66,1.1302,4
35.53,126.67,1.3307,4
35.53,126.68,1.0984,4
35.53,126.69,1.5288,4
35.53,126.7,1.9265,4
35.53,126.71,2.0739,4
35.53,126.72,1.8658,4
35.53,126.73,1.3796,4
35.53,126.74,1.3435,4
35.53,126.75,1.3084,4
35.53,126.76,1.3353,4
35.53,126.77,1.3048,4
35.53,126.78,1.2477,4
35.53,126.8,1.065,4
35.53,126.81,1.7924,4
35.53,126.82,1.484,4
35.53,126.83,1.5093,4
35.53,126.84,1.8795,4
35.53,126.85,3.4791,5
35.53,126.86,2.1486,4
35.53,126.87,1.4753,4
35.53,126.88,1.3382,4
35.53,126.89,4.6493,5
35.53,126.9,4.6834,5
35.53,126.91,3.4199,5
35.53,126.92,1.8006,4
35.53,126.93,2.0486,4
35.53,126.94,1.1363,4
35.53,126.95,0.9051,3
35.53,126.97,0.8262,3
35.53,126.98,0.7933,3
35.53,127.01,0.8382,3
35.53,127.02,0.8633,3
35.53,127.06,0.7474,3
35.53,127.07,0.7171,3
35.53,127.08,0.6431,3
35.53,127.14,0.6917,3
35.53,127.15,1.6293,4
35.53,127.16,3.879,5
35.53,127.17,1.5109,4
35.53,127.18,0.8625,3
35.53,127.19,0.7584,3
35.53,127.2,0.763,3
35.53,127.21,0.703,3
35.53,127.3,1.0031,4
35.53,127.31,1.1637,4
35.53,127.32,1.0137,4
35.53,127.33,2.056,4
35.53,127.34,2.0643,4
35.53,127.35,1.3609,4
35.53,127.36,1.3906,4
35.53,127.37,1.814,4
35.53,127.38,1.0319,4
35.53,127.39,1.0785,4
35.53,127.4,1.3936,4
35.53,127.41,1.2463,4
35.53,127.42,1.132,4
35.53,127.43,0.8892,3
35.53,127.52,0.5532,3
35.53,127.53,0.6093,3
35.53,127.54,2.7925,5
35.53,127.55,2.7811,5
35.53,127.56,1.225,4
35.53,127.58,0.8629,3
35.53,127.59,1.1518,4
35.53,127.6,1.2557,4
35.53,127.61,1.1969,4
35.53,127.62,1.2481,4
35.53,127.63,1.1993,4
35.53,127.64,1.3023,4
35.53,127.65,1.121,4
35.53,127.66,1.0604,4
35.53,127.67,1.0488,4
35.53,127.68,1.4792,4
35.53,127.69,1.255,4
35.53,127.7,1.0772,4
35.53,127.71,1.6016,4
35.53,127.72,5.6231,6
35.53,127.73,8.7252,6
35.53,127.74,3.851,5
35.53,127.75,7.1153,6
35.53,127.76,4.8762,5
35.53,127.77,8.2299,6
35.53,127.78,4.7865,5
35.53,127.79,1.6383,4
35.53,127.8,1.2742,4
35.53,127.81,1.0261,4
35.53,127.84,0.8124,3
35.53,127.85,1.0753,4
35.53,127.86,0.7423,3
35.53,127.99,1.0257,4
35.53,128.0,0.9744,3
35.53,128.01,1.0722,4
35.53,128.02,1.2188,4
35.53,128.03,1.3151,4
35.53,128.04,1.1836,4
35.53,128.05,0.7372,3
35.53,128.06,0.7037,3
35.53,128.07,0.8025,3
35.53,128.09,0.7352,3
35.53,128.1,0.684,3
35.53,128.11,0.6475,3
35.53,128.12,0.9632,3
35.53,128.13,0.6857,3
35.53,128.14,0.6715,3
35.53,128.15,0.6457,3
35.53,128.16,0.7625,3
35.53,128.17,1.4687,4
35.53,128.18,0.9074,3
35.53,128.23,0.6138,3
35.53,128.24,0.8732,3
35.53,128.25,1.399,4
35.53,128.26,1.2284,4
35.53,128.27,1.2549,4
35.53,128.28,0.8576,3
35.53,128.29,0.8449,3
35.53,128.3,0.7197,3
35.53,128.34,0.6382,3
35.53,128.35,0.6879,3
35.53,128.36,1.3422,4
35.53,128.37,1.0636,4
35.53,128.39,0.8986,3
35.53,128.41,0.7779,3
35.53,128.42,1.0152,4
35.53,128.43,1.409,4
35.53,128.45,1.2113,4
35.53,128.46,1.6887,4
35.53,128.47,2.5522,5
35.53,128.48,2.9014,5
35.53,128.49,6.3463,6
35.53,128.5,10.4178,7
35.53,128.51,7.8662,6
35.53,128.52,1.9668,4
35.53,128.53,1.5781,4
35.53,128.55,1.2926,4
35.53,128.56,1.1545,4
35.53,128.57,1.1027,4
35.53,128.58,0.8548,3
35.53,128.61,0.8506,3
35.53,128.62,1.9634,4
35.53,128.63,0.9684,3
35.53,128.64,0.8528,3
35.53,128.65,1.0997,4
35.53,128.66,1.2579,4
35.53,128.67,1.1382,4
35.53,128.68,1.0513,4
35.53,128.69,1.6265,4
35.53,128.7,3.9991,5
35.53,128.71,7.1721,6
35.53,128.72,6.357,6
35.53,128.73,4.8533,5
35.53,128.74,1.7949,4
35.53,128.75,1.5152,4
35.53,128.76,1.915,4
35.53,128.77,12.1871,7
35.53,128.78,6.5218,6
35.53,128.79,2.7678,5
35.53,128.8,3.0168,5
35.53,128.81,2.0663,4
35.53,128.82,1.2505,4
35.53,128.83,1.1357,4
35.53,128.84,1.1186,4
35.53,128.85,2.6158,5
35.53,128.86,2.5866,5
35.53,128.87,1.1223,4
35.53,128.88,1.2134,4
35.53,128.89,1.2434,4
35.53,128.9,1.4485,4
35.53,128.91,1.5529,4
35.53,128.92,1.9939,4
35.53,128.93,1.2907,4
35.53,128.94,2.2442,4
35.53,128.95,2.0906,4
35.53,128.96,1.4457,4
35.53,128.97,0.936,3
35.53,129.0,1.2565,4
35.53,129.01,3.619,5
35.53,129.02,1.3078,4
35.53,129.03,0.9679,3
35.53,129.07,1.4123,4
35.53,129.08,2.3803,4
35.53,129.09,5.1815,6
35.53,129.1,12.0087,7
35.53,129.11,8.0202,6
35.53,129.12,3.5474,5
35.53,129.13,2.352,4
35.53,129.14,1.9885,4
35.53,129.15,1.9117,4
35.53,129.16,2.0837,4
35.53,129.17,1.9622,4
35.53,129.18,1.8455,4
35.53,129.19,1.7865,4
35.53,129.21,1.9413,4
35.53,129.22,2.5943,5
35.53,129.23,4.0332,5
35.53,129.24,16.4474,7
35.53,129.25,21.4313,7
35.53,129.26,23.1496,7
35.53,129.27,20.662,7
35.53,129.28,13.0501,7
35.53,129.29,15.4695,7
35.53,129.3,26.2158,8
35.53,129.31,42.0155,8
35.53,129.32,64.6813,9
35.53,129.33,65.6277,9
35.53,129.34,42.3008,8
35.53,129.35,62.1606,9
35.53,129.36,76.6193,9
35.53,129.37,97.3398,9
35.53,129.38,42.2657,8
35.53,129.39,82.0216,9
35.53,129.4,43.0218,8
35.53,129.41,14.5079,7
35.53,129.42,14.3429,7
35.53,129.43,48.7986,8
35.53,129.44,121.11,9
35.53,129.45,98.7666,9
35.53,129.46,19.2798,7
35.53,129.47,4.9697,5
35.53,129.48,4.0261,5
35.53,129.49,2.9448,5
35.53,129.5,2.3949,4
35.53,129.51,2.2584,4
35.53,129.52,1.7804,4
35.53,129.53,1.6076,4
35.54,126.52,0.5252,3
35.54,126.55,0.5837,3
35.54,126.56,0.9542,3
35.54,126.57,2.3324,4
35.54,126.58,1.5174,4
35.54,126.59,1.1773,4
35.54,126.6,0.7217,3
35.54,126.61,0.9692,3
35.54,126.62,0.7275,3
35.54,126.63,0.6453,3
35.54,126.64,0.6651,3
35.54,126.65,0.9934,3
35.54,126.66,1.2414,4
35.54,126.67,0.9033,3
35.54,126.68,1.1273,4
35.54,126.69,1.1648,4
35.54,126.7,1.3766,4
35.54,126.71,1.2081,4
35.54,126.72,0.9346,3
35.54,126.73,1.2456,4
35.54,126.74,2.0038,4
35.54,126.75,1.9945,4
35.54,126.76,1.4747,4
35.54,126.78,1.4276,4
35.54,126.79,1.442,4
35.54,126.8,1.0926,4
35.54,126.81,1.348,4
35.54,126.82,2.0087,4
35.54,126.83,1.5678,4
35.54,126.84,1.9773,4
35.54,126.85,2.0172,4
35.54,126.86,3.6856,5
35.54,126.87,2.9125,5
35.54,126.88,4.2773,5
35.54,126.89,6.1185,6
35.54,126.9,2.1863,4
35.54,126.91,1.5703,4
35.54,126.92,1.2055,4
35.54,126.97,0.8997,3
35.54,127.02,0.8923,3
35.54,127.03,0.9546,3
35.54,127.05,0.5877,3
35.54,127.06,0.9352,3
35.54,127.07,1.2239,4
35.54,127.08,1.1694,4
35.54,127.09,0.8116,3
35.54,127.1,1.1258,4
35.54,127.11,1.5599,4
35.54,127.12,0.8635,3
35.54,127.15,0.8158,3
35.54,127.16,0.6603,3
35.54,127.17,0.9583,3
35.54,127.18,0.9223,3
35.54,127.19,0.6778,3
35.54,127.21,0.8272,3
35.54,127.29,0.9496,3
35.54,127.3,0.9549,3
35.54,127.31,6.9196,6
35.54,127.32,4.07,5
35.54,127.33,10.4327,7
35.54,127.34,3.6135,5
35.54,127.35,1.8512,4
35.54,127.36,1.2775,4
35.54,127.37,1.2214,4
35.54,127.38,1.149,4
35.54,127.39,0.9678,3
35.54,127.41,1.2947,4
35.54,127.42,0.8298,3
35.54,127.43,0.6622,3
35.54,127.48,0.6269,3
35.54,127.49,0.7663,3
35.54,127.5,1.174,4
35.54,127.51,0.7812,3
35.54,127.52,1.5939,4
35.54,127.53,0.9677,3
35.54,127.54,1.0813,4
35.54,127.55,1.2911,4
35.54,127.56,0.8889,3
35.54,127.59,0.8598,3
35.54,127.6,0.7204,3
35.54,127.62,0.5923,3
35.54,127.63,0.627,3
35.54,127.64,0.7299,3
35.54,127.65,0.9835,3
35.54,127.66,1.2218,4
35.54,127.67,1.0416,4
35.54,127.68,1.4646,4
35.54,127.69,1.3492,4
35.54,127.7,2.6458,5
35.54,127.71,2.4301,4
35.54,127.72,2.5561,5
35.54,127.73,1.5674,4
35.54,127.74,1.9231,4
35.54,127.75,1.5596,4
35.54,127.76,1.646,4
35.54,127.77,2.2306,4
35.54,127.78,2.2413,4
35.54,127.79,4.9389,5
35.54,127.8,2.4877,4
35.54,127.81,1.4102,4
35.54,127.82,1.5163,4
35.54,127.83,1.0964,4
35.54,127.85,0.9445,3
35.54,127.86,1.0767,4
35.54,127.92,0.6604,3
35.54,127.97,0.7393,3
35.54,127.98,0.8688,3
35.54,127.99,0.8592,3
35.54,128.0,0.5718,3
35.54,128.02,0.7549,3
35.54,128.03,1.3409,4
35.54,128.04,0.5881,3
35.54,128.05,0.846,3
35.54,128.06,0.7699,3
35.54,128.07,1.1458,4
35.54,128.08,1.3963,4
35.54,128.09,1.6051,4
35.54,128.1,1.5671,4
35.54,128.11,1.487,4
35.54,128.12,1.0452,4
35.54,128.14,0.6598,3
35.54,128.15,0.6956,3
35.54,128.16,0.749,3
35.54,128.17,1.2232,4
35.54,128.18,0.9869,3
35.54,128.19,0.7721,3
35.54,128.21,0.6757,3
35.54,128.23,0.8548,3
35.54,128.24,1.531,4
35.54,128.25,1.2913,4
35.54,128.26,0.9873,3
35.54,128.27,1.0295,4
35.54,128.28,1.2671,4
35.54,128.29,0.9932,3
35.54,128.3,1.0671,4
35.54,128.31,0.8284,3
35.54,128.35,0.7924,3
35.54,128.36,1.1049,4
35.54,128.37,0.8953,3
35.54,128.38,0.7702,3
35.54,128.39,0.9581,3
35.54,128.41,0.9834,3
35.54,128.42,1.4216,4
35.54,128.43,1.4449,4
35.54,128.44,1.6815,4
35.54,128.45,1.6303,4
35.54,128.46,1.7516,4
35.54,128.47,7.4608,6
35.54,128.48,11.5572,7
35.54,128.49,30.9931,8
35.54,128.5,31.4235,8
35.54,128.51,13.0433,7
35.54,128.52,2.7281,5
35.54,128.53,1.5375,4
35.54,128.54,1.0709,4
35.54,128.55,0.9483,3
35.54,128.56,0.8147,3
35.54,128.57,0.8205,3
35.54,128.58,0.767,3
35.54,128.6,0.7651,3
35.54,128.61,0.8439,3
35.54,128.62,2.2021,4
35.54,128.63,1.8034,4
35.54,128.64,3.5164,5
35.54,128.65,4.4691,5
35.54,128.66,2.6868,5
35.54,128.67,1.2107,4
35.54,128.68,1.4384,4
35.54,128.69,2.1482,4
35.54,128.7,2.2561,4
35.54,128.71,2.6657,5
35.54,128.72,4.1339,5
35.54,128.73,2.2443,4
35.54,128.74,1.1515,4
35.54,128.75,1.316,4
35.54,128.76,3.7493,5
35.54,128.77,6.7017,6
35.54,128.78,3.7557,5
35.54,128.79,3.4939,5
35.54,128.8,2.4267,4
35.54,128.81,1.9929,4
35.54,128.82,1.2075,4
35.54,128.84,1.7092,4
35.54,128.85,1.824,4
35.54,128.86,1.3979,4
35.54,128.87,0.9392,3
35.54,128.88,0.9412,3
35.54,128.92,1.0708,4
35.54,128.93,1.1972,4
35.54,128.94,0.8011,3
35.54,128.95,0.8316,3
35.54,128.96,0.8083,3
35.54,128.97,0.7163,3
35.54,129.0,0.7328,3
35.54,129.01,1.5316,4
35.54,129.02,1.5014,4
35.54,129.03,0.9542,3
35.54,129.07,1.1426,4
35.54,129.08,1.2539,4
35.54,129.09,2.0651,4
35.54,129.1,3.0682,5
35.54,129.11,9.0467,6
35.54,129.12,8.5337,6
35.54,129.13,4.7171,5
35.54,129.14,13.6472,7
35.54,129.15,6.6774,6
35.54,129.16,5.6085,6
35.54,129.17,3.427,5
35.54,129.18,3.5504,5
35.54,129.19,3.3958,5
35.54,129.2,2.2753,4
35.54,129.21,2.2146,4
35.54,129.22,2.2098,4
35.54,129.23,2.4472,4
35.54,129.24,4.0016,5
35.54,129.25,14.4914,7
35.54,129.26,52.3678,9
35.54,129.27,16.9964,7
35.54,129.28,15.5444,7
35.54,129.29,24.4296,7
35.54,129.3,29.5228,8
35.54,129.31,52.2975,9
35.54,129.32,57.9161,9
35.54,129.33,92.0416,9
35.54,129.34,99.4737,9
35.54,129.35,88.0649,9
35.54,129.36,37.2263,8
35.54,129.37,28.0278,8
35.54,129.38,41.8478,8
35.54,129.39,35.6765,8
35.54,129.4,10.3425,7
35.54,129.41,7.0222,6
35.54,129.42,19.623,7
35.54,129.43,41.4814,8
35.54,129.44,10.6009,7
35.54,129.45,25.3204,8
35.54,129.46,10.4119,7
35.54,129.47,3.4022,5
35.54,129.48,2.769,5
35.54,129.49,2.1974,4
35.54,129.5,2.1503,4
35.54,129.51,1.7554,4
35.54,129.52,1.5705,4
35.55,126.56,0.5505,3
35.55,126.57,0.5204,3
35.55,126.58,0.5654,3
35.55,126.62,1.5546,4
35.55,126.63,1.0264,4
35.55,126.64,0.9945,3
35.55,126.65,0.9668,3
35.55,126.66,1.0258,4
35.55,126.67,1.0025,4
35.55,126.68,1.8983,4
35.55,126.69,1.2314,4
35.55,126.7,1.248,4
35.55,126.71,1.1527,4
35.55,126.72,0.8567,3
35.55,126.73,1.1246,4
35.55,126.74,1.3752,4
35.55,126.75,1.4553,4
35.55,126.76,1.5878,4
35.55,126.77,1.5022,4
35.55,126.78,1.6831,4
35.55,126.79,1.3693,4
35.55,126.8,1.1424,4
35.55,126.81,1.1878,4
35.55,126.82,1.7008,4
35.55,126.83,2.0373,4
35.55,126.84,2.7793,5
35.55,126.85,2.6787,5
35.55,126.86,5.6787,6
35.55,126.87,12.4226,7
35.55,126.88,11.9184,7
35.55,126.89,4.4319,5
35.55,126.9,2.4257,4
35.55,126.91,1.8415,4
35.55,126.92,1.3363,4
35.55,127.02,1.3109,4
35.55,127.03,1.096,4
35.55,127.05,0.9757,3
35.55,127.06,0.8826,3
35.55,127.08,0.904,3
35.55,127.09,0.6617,3
35.55,127.1,0.8093,3
35.55,127.11,1.0287,4
35.55,127.12,0.6751,3
35.55,127.17,0.6354,3
35.55,127.18,0.7429,3
35.55,127.19,1.047,4
35.55,127.2,0.6856,3
35.55,127.29,1.0808,4
35.55,127.3,0.9773,3
35.55,127.31,1.1916,4
35.55,127.32,3.5389,5
35.55,127.33,5.9573,6
35.55,127.34,1.8636,4
35.55,127.35,1.4817,4
35.55,127.36,1.2474,4
35.55,127.37,0.9232,3
35.55,127.38,0.814,3
35.55,127.39,0.7852,3
35.55,127.41,0.8376,3
35.55,127.42,0.7581,3
35.55,127.47,0.5843,3
35.55,127.48,0.7462,3
35.55,127.49,1.7402,4
35.55,127.5,1.3878,4
35.55,127.51,0.7331,3
35.55,127.52,0.7964,3
35.55,127.53,0.6517,3
35.55,127.6,0.5574,3
35.55,127.62,0.7979,3
35.55,127.63,1.0236,4
35.55,127.64,1.3472,4
35.55,127.65,0.6873,3
35.55,127.66,0.5663,3
35.55,127.68,0.5807,3
35.55,127.69,0.618,3
35.55,127.7,0.8806,3
35.55,127.71,1.1099,4
35.55,127.72,0.7191,3
35.55,127.73,0.7043,3
35.55,127.74,1.2818,4
35.55,127.75,1.6037,4
35.55,127.76,9.927,6
35.55,127.77,1.9588,4
35.55,127.78,1.6448,4
35.55,127.79,2.8119,5
35.55,127.8,4.5101,5
35.55,127.81,4.3949,5
35.55,127.82,1.8455,4
35.55,127.83,1.4722,4
35.55,127.84,0.6895,3
35.55,127.85,0.6536,3
35.55,127.86,0.853,3
35.55,127.92,0.6143,3
35.55,127.93,1.2612,4
35.55,127.94,0.6707,3
35.55,127.95,0.6118,3
35.55,128.03,0.6066,3
35.55,128.05,0.6509,3
35.55,128.06,0.8298,3
35.55,128.07,1.6162,4
35.55,128.08,1.4121,4
35.55,128.09,1.0605,4
35.55,128.1,0.7295,3
35.55,128.11,0.8205,3
35.55,128.12,1.0197,4
35.55,128.13,1.0476,4
35.55,128.14,0.9796,3
35.55,128.15,1.2153,4
35.55,128.16,1.4677,4
35.55,128.17,3.8692,5
35.55,128.18,1.8686,4
35.55,128.19,1.1839,4
35.55,128.2,1.0189,4
35.55,128.21,0.9069,3
35.55,128.23,0.7398,3
35.55,128.24,1.4915,4
35.55,128.25,1.0936,4
35.55,128.26,1.0315,4
35.55,128.27,1.4171,4
35.55,128.28,1.7327,4
35.55,128.29,1.1393,4
35.55,128.3,1.1084,4
35.55,128.31,0.9065,3
35.55,128.32,0.842,3
35.55,128.33,0.7116,3
35.55,128.36,0.9166,3
35.55,128.38,0.8547,3
35.55,128.39,0.8102,3
35.55,128.41,0.824,3
35.55,128.42,0.8425,3
35.55,128.43,0.9805,3
35.55,128.44,1.014,4
35.55,128.45,1.5088,4
35.55,128.46,1.5963,4
35.55,128.47,2.8893,5
35.55,128.48,4.9385,5
35.55,128.49,5.2201,6
35.55,128.5,4.4895,5
35.55,128.51,2.5459,5
35.55,128.52,1.2795,4
35.55,128.53,1.0434,4
35.55,128.56,0.8052,3
35.55,128.57,1.18,4
35.55,128.58,1.0846,4
35.55,128.6,1.0318,4
35.55,128.61,1.1874,4
35.55,128.62,3.1743,5
35.55,128.63,3.901,5
35.55,128.64,2.0498,4
35.55,128.65,2.0151,4
35.55,128.66,1.9004,4
35.55,128.67,0.961,3
35.55,128.68,0.9179,3
35.55,128.69,1.0703,4
35.55,128.7,1.7455,4
35.55,128.71,2.0159,4
35.55,128.72,1.9018,4
35.55,128.73,1.2945,4
35.55,128.74,0.9572,3
35.55,128.75,1.0877,4
35.55,128.76,3.4172,5
35.55,128.77,4.1521,5
35.55,128.78,2.7616,5
35.55,128.79,2.5352,5
35.55,128.8,1.2908,4
35.55,128.81,1.1005,4
35.55,128.82,0.9634,3
35.55,128.84,0.8249,3
35.55,128.85,0.9425,3
35.55,128.86,2.0444,4
35.55,128.87,1.0954,4
35.55,128.92,0.7487,3
35.55,128.93,0.8566,3
35.55,128.94,1.0665,4
35.55,128.95,0.8181,3
35.55,129.01,1.1033,4
35.55,129.02,1.2437,4
35.55,129.03,0.8975,3
35.55,129.06,1.059,4
35.55,129.07,3.9422,5
35.55,129.08,9.263,6
35.55,129.09,6.1359,6
35.55,129.1,4.9158,5
35.55,129.11,13.3564,7
35.55,129.12,17.3607,7
35.55,129.13,12.5679,7
35.55,129.14,53.3405,9
35.55,129.15,16.17,7
35.55,129.16,8.2987,6
35.55,129.17,10.6669,7
35.55,129.18,8.605,6
35.55,129.19,4.4389,5
35.55,129.2,2.5283,5
35.55,129.21,2.3491,4
35.55,129.22,2.496,4
35.55,129.23,2.6586,5
35.55,129.24,5.4968,6
35.55,129.25,23.3218,7
35.55,129.26,65.2637,9
35.55,129.27,51.8268,9
35.55,129.28,41.689,8
35.55,129.29,51.3593,9
35.55,129.3,52.5856,9
35.55,129.31,58.7785,9
35.55,129.32,64.4899,9
35.55,129.33,55.6066,9
35.55,129.34,52.5619,9
35.55,129.35,42.5049,8
35.55,129.36,52.2913,9
35.55,129.37,49.988,8
35.55,129.38,51.4272,9
35.55,129.39,13.7454,7
35.55,129.4,6.9107,6
35.55,129.41,5.6062,6
35.55,129.42,6.1608,6
35.55,129.43,9.4204,6
35.55,129.44,6.7471,6
35.55,129.45,7.9978,6
35.55,129.46,9.4571,6
35.55,129.47,2.968,5
35.55,129.48,2.5821,5
35.55,129.49,2.1086,4
35.55,129.5,1.9442,4
35.55,129.51,1.6087,4
35.55,129.52,1.5935,4
35.55,129.55,8.5667,6
35.56,126.27,0.4288,2
35.56,126.62,0.9751,3
35.56,126.63,1.2687,4
35.56,126.64,1.2646,4
35.56,126.65,1.3962,4
35.56,126.66,0.8885,3
35.56,126.67,0.8267,3
35.56,126.68,0.9862,3
35.56,126.69,1.3469,4
35.56,126.7,1.7337,4
35.56,126.71,1.4898,4
35.56,126.72,1.1905,4
35.56,126.73,1.1179,4
35.56,126.76,1.3652,4
35.56,126.77,1.4228,4
35.56,126.78,1.8983,4
35.56,126.79,2.1487,4
35.56,126.8,1.6468,4
35.56,126.81,1.5678,4
35.56,126.82,2.2982,4
35.56,126.83,3.0811,5
35.56,126.84,8.8907,6
35.56,126.85,18.0684,7
35.56,126.86,29.7303,8
35.56,126.87,34.8787,8
35.56,126.88,17.1326,7
35.56,126.89,3.5589,5
35.56,126.9,2.2442,4
35.56,126.91,1.6598,4
35.56,126.92,1.2705,4
35.56,126.95,0.9233,3
35.56,126.96,0.9289,3
35.56,127.02,1.4771,4
35.56,127.03,1.2852,4
35.56,127.07,0.8298,3
35.56,127.08,0.7055,3
35.56,127.18,0.6743,3
35.56,127.19,0.8006,3
35.56,127.2,0.8919,3
35.56,127.21,0.9026,3
35.56,127.22,0.7338,3
35.56,127.23,0.7079,3
35.56,127.29,0.6932,3
35.56,127.3,1.0759,4
35.56,127.31,1.2305,4
35.56,127.32,6.6545,6
35.56,127.33,2.6054,5
35.56,127.34,1.5428,4
35.56,127.35,1.0832,4
35.56,127.36,1.2208,4
35.56,127.37,1.0422,4
35.56,127.38,1.0296,4
35.56,127.39,1.6167,4
35.56,127.4,0.9615,3
35.56,127.41,1.1342,4
35.56,127.42,1.0072,4
35.56,127.43,0.7588,3
35.56,127.47,0.6953,3
35.56,127.48,1.0828,4
35.56,127.49,1.5133,4
35.56,127.5,0.9745,3
35.56,127.51,0.6064,3
35.56,127.52,0.8069,3
35.56,127.53,0.6415,3
35.56,127.55,0.8131,3
35.56,127.56,0.8146,3
35.56,127.61,0.6023,3
35.56,127.62,0.6897,3
35.56,127.63,0.6524,3
35.56,127.64,0.8508,3
35.56,127.7,0.6152,3
35.56,127.71,0.8044,3
35.56,127.72,0.7907,3
35.56,127.74,0.7297,3
35.56,127.75,1.0827,4
35.56,127.76,1.3701,4
35.56,127.77,1.2496,4
35.56,127.78,1.3636,4
35.56,127.79,1.3234,4
35.56,127.8,1.0412,4
35.56,127.81,1.0966,4
35.56,127.82,0.7471,3
35.56,127.84,0.7136,3
35.56,127.92,0.7902,3
35.56,127.93,5.9328,6
35.56,127.94,0.8595,3
35.56,128.07,0.4969,2
35.56,128.08,0.5956,3
35.56,128.09,0.6618,3
35.56,128.11,0.7487,3
35.56,128.12,0.991,3
35.56,128.13,1.2017,4
35.56,128.14,1.0656,4
35.56,128.15,2.1507,4
35.56,128.16,12.8155,7
35.56,128.17,9.4899,6
35.56,128.18,2.5769,5
35.56,128.19,1.5343,4
35.56,128.2,1.2699,4
35.56,128.24,0.8797,3
35.56,128.25,1.1839,4
35.56,128.26,2.2261,4
35.56,128.27,4.845,5
35.56,128.28,1.682,4
35.56,128.29,1.2289,4
35.56,128.3,0.7832,3
35.56,128.31,0.8762,3
35.56,128.32,1.4585,4
35.56,128.33,1.0299,4
35.56,128.34,0.8631,3
35.56,128.35,1.1594,4
35.56,128.36,0.7804,3
35.56,128.37,0.8928,3
35.56,128.38,0.7836,3
35.56,128.41,0.8314,3
35.56,128.42,0.9671,3
35.56,128.43,0.9584,3
35.56,128.44,1.0221,4
35.56,128.45,1.9784,4
35.56,128.46,2.466,4
35.56,128.47,3.2601,5
35.56,128.48,4.5949,5
35.56,128.49,2.4696,4
35.56,128.5,2.7452,5
35.56,128.51,2.3793,4
35.56,128.52,1.2246,4
35.56,128.53,1.0347,4
35.56,128.54,0.907,3
35.56,128.56,1.105,4
35.56,128.57,1.6048,4
35.56,128.58,0.9453,3
35.56,128.61,0.9164,3
35.56,128.62,1.5395,4
35.56,128.63,1.0592,4
35.56,128.64,1.0631,4
35.56,128.65,1.2963,4
35.56,128.66,1.3778,4
35.56,128.67,0.8595,3
35.56,128.68,0.8741,3
35.56,128.69,0.9505,3
35.56,128.7,0.9164,3
35.56,128.71,1.0594,4
35.56,128.72,0.9272,3
35.56,128.73,0.8352,3
35.56,128.74,0.8674,3
35.56,128.75,1.1502,4
35.56,128.76,3.862,5
35.56,128.77,1.8474,4
35.56,128.78,1.7899,4
35.56,128.79,2.5451,5
35.56,128.8,1.5473,4
35.56,128.81,1.1943,4
35.56,128.82,1.3729,4
35.56,128.83,1.2492,4
35.56,128.85,1.0414,4
35.56,128.86,2.4649,4
35.56,128.87,1.166,4
35.56,128.88,0.8877,3
35.56,128.89,0.9246,3
35.56,128.9,0.8234,3
35.56,128.93,0.7263,3
35.56,128.94,1.2312,4
35.56,128.95,0.8417,3
35.56,129.01,0.7519,3
35.56,129.02,1.6863,4
35.56,129.03,1.154,4
35.56,129.05,0.9947,3
35.56,129.06,1.4529,4
35.56,129.07,7.8607,6
35.56,129.08,6.6102,6
35.56,129.09,3.8005,5
35.56,129.1,3.123,5
35.56,129.11,7.6718,6
35.56,129.12,41.1617,8
35.56,129.13,56.2743,9
35.56,129.14,20.7397,7
35.56,129.15,16.3114,7
35.56,129.16,7.8292,6
35.56,129.17,3.4205,5
35.56,129.18,4.9561,5
35.56,129.19,6.5475,6
35.56,129.2,2.7262,5
35.56,129.21,2.3249,4
35.56,129.22,8.4085,6
35.56,129.23,15.8,7
35.56,129.24,12.4866,7
35.56,129.25,30.5963,8
35.56,129.26,29.6795,8
35.56,129.27,37.5616,8
35.56,129.28,31.3937,8
35.56,129.29,32.2707,8
35.56,129.3,43.4887,8
35.56,129.31,59.3449,9
35.56,129.32,89.2651,9
35.56,129.33,96.0354,9
35.56,129.34,71.1059,9
35.56,129.35,65.8679,9
35.56,129.36,80.119,9
35.56,129.37,58.5822,9
35.56,129.38,58.641,9
35.56,129.39,7.5519,6
35.56,129.4,5.2694,6
35.56,129.41,4.5443,5
35.56,129.42,3.8148,5
35.56,129.43,4.6219,5
35.56,129.44,3.5493,5
35.56,129.45,5.5686,6
35.56,129.46,10.9552,7
35.56,129.47,2.6393,5
35.56,129.48,2.1537,4
35.56,129.49,1.7979,4
35.56,129.5,1.6229,4
35.56,129.51,1.5239,4
35.56,129.52,1.4649,4
35.57,126.25,0.6484,3
35.57,126.26,1.0738,4
35.57,126.27,2.4266,4
35.57,126.28,0.783,3
35.57,126.51,0.5299,3
35.57,126.52,0.5551,3
